respid,response_type,response_text,sex,age_cohorts,political_id3,close_nkmigrants
1438,vote,적응도가 높을 것 같아서,Female,60+,Conservative,Neither close nor distant
1441,hire,잘모르겠네요,Male,60+,Centrist,Neither close nor distant
1441,neighbor,나이가 더 어리다,Male,60+,Centrist,Neither close nor distant
1441,vote,모르겠네요,Male,60+,Centrist,Neither close nor distant
1447,hire,한국 내 체류 기간이 더 길다,Female,60+,Progressive,Somewhat distant
1447,neighbor,직업,Female,60+,Progressive,Somewhat distant
1447,vote,직업때문에,Female,60+,Progressive,Somewhat distant
1450,hire,나이가 젊어서,Male,18-29,Centrist,Somewhat distant
1450,neighbor,나이가 어리기 때문,Male,18-29,Centrist,Somewhat distant
1450,vote,친근,Male,18-29,Centrist,Somewhat distant
1461,hire,한국 내 체류 기간이 길고 의사이기 때문,Female,30-39,Conservative,Somewhat close
1461,neighbor,나름 엘리트이다,Female,30-39,Conservative,Somewhat close
1461,vote,한국 체류 기간이 길기 때문,Female,30-39,Conservative,Somewhat close
1466,hire,나름 엘리트이기 때문에,Male,18-29,Conservative,Neither close nor distant
1466,neighbor,뇨무제키푸,Male,18-29,Conservative,Neither close nor distant
1466,vote,엘리트라,Male,18-29,Conservative,Neither close nor distant
1470,hire,투주러규,Male,40-49,Conservative,Somewhat close
1470,neighbor,가능성,Male,40-49,Conservative,Somewhat close
1470,vote,갸효 뱌,Male,40-49,Conservative,Somewhat close
1472,hire,성실하다,Male,60+,Conservative,Somewhat close
1472,neighbor,추아 사 브야,Male,60+,Conservative,Somewhat close
1472,vote,성공가능성,Male,60+,Conservative,Somewhat close
1473,hire,재쥬재,Male,40-49,Centrist,Very close
1473,neighbor,전 노동당 당원으로서 자질을 인정 받았을 것 같아서,Male,40-49,Centrist,Very close
1473,vote,트야 야헤키,Male,40-49,Centrist,Very close
1474,hire,인간관계를 중시해서,Female,60+,Progressive,Somewhat distant
1474,neighbor,나이,Female,60+,Progressive,Somewhat distant
1474,vote,여성이고 한국 친구등 두루 있어서,Female,60+,Progressive,Somewhat distant
1475,hire,직업,Male,60+,Centrist,Neither close nor distant
1475,neighbor,그냥,Male,60+,Centrist,Neither close nor distant
1475,vote,친구 구성,Male,60+,Centrist,Neither close nor distant
1476,hire,dd,Male,30-39,Centrist,Neither close nor distant
1476,neighbor,의사는 내가 고용할 사람이 아님,Male,30-39,Centrist,Neither close nor distant
1476,vote,그냥,Male,30-39,Centrist,Neither close nor distant
1481,hire,직장인,Female,18-29,Conservative,Somewhat distant
1481,neighbor,처샤어구시,Female,18-29,Conservative,Somewhat distant
1481,vote,안정된 직장,Female,18-29,Conservative,Somewhat distant
1487,hire,효슈로케텨 겨 누,Female,18-29,Centrist,Neither close nor distant
1487,neighbor,프로그래밍을 할 줄 알아서,Female,18-29,Centrist,Neither close nor distant
1487,vote,코바 에됴 내 차샤,Female,18-29,Centrist,Neither close nor distant
1492,hire,한국 내 체류기간이 길어서 더 많이 한국의 정세에 대해 알것이라고 판단함,Female,18-29,Centrist,Neither close nor distant
1492,neighbor,체류한지 12년이 되어 한국생활에 많이 익숙해졌을 것이다,Female,18-29,Centrist,Neither close nor distant
1492,vote,중국에 오래 거주하지 않아서,Female,18-29,Centrist,Neither close nor distant
1500,hire,전문직 여성으로 사회에 더 필요한 인재가 될 것 같다,Male,40-49,Centrist,Neither close nor distant
1500,neighbor,나이가 많고 자녀가 있다는점..,Male,40-49,Centrist,Neither close nor distant
1500,vote,프로필A의 나이가 조금 더 적당한 것 같다,Male,40-49,Centrist,Neither close nor distant
1501,hire,한국인 동료가 있다는점..,Female,18-29,Conservative,Neither close nor distant
1501,neighbor,없다,Female,18-29,Conservative,Neither close nor distant
1501,vote,B는 공산당 물이 덜 드렀다..,Female,18-29,Conservative,Neither close nor distant
1502,hire,없딘,Male,40-49,Conservative,Neither close nor distant
1502,neighbor,전문직이라서,Male,40-49,Conservative,Neither close nor distant
1502,vote,없다,Male,40-49,Conservative,Neither close nor distant
1503,hire,b보다는 우리사회에 잘 적응할것 같아서,Male,18-29,Centrist,Neither close nor distant
1503,neighbor,딱히 없음,Male,18-29,Centrist,Neither close nor distant
1503,vote,직업이 안정적이여서,Male,18-29,Centrist,Neither close nor distant
1506,hire,딱히 없음,Female,30-39,Centrist,Neither close nor distant
1506,neighbor,젊음,Female,30-39,Centrist,Neither close nor distant
1506,vote,딱히 없음,Female,30-39,Centrist,Neither close nor distant
1507,hire,젊음,Female,18-29,Centrist,Somewhat close
1507,neighbor,직업,Female,18-29,Centrist,Somewhat close
1507,vote,젊음,Female,18-29,Centrist,Somewhat close
1508,hire,나이,Female,30-39,Progressive,Somewhat distant
1508,neighbor,a는 북한에서 당원인것이 걸림,Female,30-39,Progressive,Somewhat distant
1508,vote,한국 체류 기간,Female,30-39,Progressive,Somewhat distant
1511,hire,둘다 비슷해보임,Male,40-49,Centrist,Very distant
1511,neighbor,당원출신 은 보안위험이있어서,Male,40-49,Centrist,Very distant
1511,vote,한국 체류 기간이 더 길다,Male,40-49,Centrist,Very distant
1512,hire,편해보여서,Female,60+,Conservative,Somewhat distant
1512,neighbor,체류기간 길어서,Female,60+,Conservative,Somewhat distant
1512,vote,신뢰적이어서,Female,60+,Conservative,Somewhat distant
1513,hire,젊어서,Female,60+,Centrist,Somewhat distant
1513,neighbor,한국에 안정적으로 정착한것으로 느껴짐,Female,60+,Centrist,Somewhat distant
1513,vote,온지 얼마 안되서,Female,60+,Centrist,Somewhat distant
1514,hire,노동당원이라는게 걍 걸림,Male,18-29,Progressive,Very distant
1514,neighbor,실리,Male,18-29,Progressive,Very distant
1514,vote,여성이라 잘 통할 것 같음,Male,18-29,Progressive,Very distant
1515,hire,신리,Female,18-29,Centrist,Neither close nor distant
1515,neighbor,아직 무직이지만 젊고 앞으로에 펼쳐나갈 미래와 희망이 있다,Female,18-29,Centrist,Neither close nor distant
1515,vote,민주,Female,18-29,Centrist,Neither close nor distant
1516,hire,둘중 그래도 낳다,Male,18-29,Progressive,Neither close nor distant
1516,neighbor,프로필A가 한국에 12년을 거주했는데 탈북민 지인만 있는게 별로임,Male,18-29,Progressive,Neither close nor distant
1516,vote,중국에  채류기간이 짧고 종교가 천주교라서,Male,18-29,Progressive,Neither close nor distant
1519,hire,조선노동당원이 아니었음,Male,18-29,Centrist,Very distant
1519,neighbor,한국체류기간,Male,18-29,Centrist,Very distant
1519,vote,의사라서,Male,18-29,Centrist,Very distant
1521,hire,한국체류기간때문,Female,18-29,Centrist,Very distant
1521,neighbor,한국인 동료가 잇고 직업도 좋아서,Female,18-29,Centrist,Very distant
1521,vote,체류기간한국,Female,18-29,Centrist,Very distant
1522,hire,한국인 동료가 있어서,Female,18-29,Conservative,Somewhat distant
1522,neighbor,제 생각,Female,18-29,Conservative,Somewhat distant
1522,vote,한국내 체류기간이 길고 인맥이 형성되어있어서,Female,18-29,Conservative,Somewhat distant
1523,hire,내 생각,Female,40-49,Centrist,Neither close nor distant
1523,neighbor,내가 하는 일이 남자가 더 적합할거 같아서,Female,40-49,Centrist,Neither close nor distant
1523,vote,체류12년,Female,40-49,Centrist,Neither close nor distant
1525,hire,여성정치인이 많아 졌으면 좋겠다 북한 여자을 대변해 줄수있을꺼 같아,Female,40-49,Centrist,Neither close nor distant
1525,neighbor,노동당원은 뽑기 싫다,Female,40-49,Centrist,Neither close nor distant
1525,vote,의사라서,Female,40-49,Centrist,Neither close nor distant
1526,hire,노동당원은 뽑기 싫다,Female,18-29,Progressive,Somewhat close
1526,neighbor,별 뜻 없음,Female,18-29,Progressive,Somewhat close
1526,vote,한국생활이 부족함,Female,18-29,Progressive,Somewhat close
1527,hire,인관관계,Male,30-39,Centrist,Neither close nor distant
1527,neighbor,나이,Male,30-39,Centrist,Neither close nor distant
1527,vote,인맥 관계,Male,30-39,Centrist,Neither close nor distant
1528,hire,나이,Female,40-49,Centrist,Neither close nor distant
1528,neighbor,딱히 의견없음,Female,40-49,Centrist,Neither close nor distant
1528,vote,한국 체류기간이 길어서,Female,40-49,Centrist,Neither close nor distant
1529,hire,딱히 의견없음,Female,30-39,Conservative,Somewhat distant
1529,neighbor,자녀가 있어서,Female,30-39,Conservative,Somewhat distant
1529,vote,딱히이유없음,Female,30-39,Conservative,Somewhat distant
1530,hire,한국내 체류 기간이 rlfdjtj,Female,40-49,Centrist,Neither close nor distant
1530,neighbor,젊음,Female,40-49,Centrist,Neither close nor distant
1530,vote,한국 체류 기간이 길고 직업이 있어서,Female,40-49,Centrist,Neither close nor distant
1532,hire,직업,Female,18-29,Centrist,Somewhat close
1532,neighbor,젊다,Female,18-29,Centrist,Somewhat close
1532,vote,젊음,Female,18-29,Centrist,Somewhat close
1533,hire,편견이 적다,Male,18-29,Progressive,Somewhat distant
1533,neighbor,나이 가족모두있기에,Male,18-29,Progressive,Somewhat distant
1533,vote,젊다,Male,18-29,Progressive,Somewhat distant
1534,hire,결혼했기에,Male,18-29,Centrist,Neither close nor distant
1534,neighbor,오래 거주한 사람,Male,18-29,Centrist,Neither close nor distant
1534,vote,비슷한조건이므로여성,Male,18-29,Centrist,Neither close nor distant
1535,hire,결혼,Female,40-49,Conservative,Somewhat distant
1535,neighbor,아무래도 나이가 젊으니까,Female,40-49,Conservative,Somewhat distant
1535,vote,체류기간,Female,40-49,Conservative,Somewhat distant
1536,hire,"대한민국의 지방 선거이므로, 대한민국의 현상황에 대한 이해도가 있어야 한다고 생각한다. 그런데, 프로필B는 A에 비해 인맥도 탈북민만 있고, 체류기간도 짧고, 나이도 어려 대한민국의 지방민을 대표하여 정치적 행위를 할 수 있을까라는 우려가 있다.",Male,40-49,Centrist,Very distant
1536,neighbor,체류기간이 길어서,Male,40-49,Centrist,Very distant
1536,vote,인생 경험이 많으시니 대한민국과 다른 문화를 접할 수 있을 것 같아서,Male,40-49,Centrist,Very distant
1537,hire,경제적이 있기때문에,Female,60+,Centrist,Neither close nor distant
1537,neighbor,딱히 없음,Female,60+,Centrist,Neither close nor distant
1537,vote,체류기간이 길어서,Female,60+,Centrist,Neither close nor distant
1538,hire,딱히 없음,Female,40-49,Centrist,Neither close nor distant
1538,neighbor,자녀도있고연령이 젊어,Female,40-49,Centrist,Neither close nor distant
1538,vote,딱히 없음,Female,40-49,Centrist,Neither close nor distant
1539,hire,자녀가 없고 고육수준이 높음,Female,40-49,Conservative,Somewhat distant
1539,neighbor,국내체루가 많아서,Female,40-49,Conservative,Somewhat distant
1539,vote,탈북민동료가없음,Female,40-49,Conservative,Somewhat distant
1542,hire,나이가 많아서,Male,30-39,Centrist,Neither close nor distant
1542,neighbor,북한에도 컴퓨터 프로그래머가 인기 직종인지 모르겠지만 활용하기 좋을 듯싶어서,Male,30-39,Centrist,Neither close nor distant
1542,vote,국내에 오래살아서,Male,30-39,Centrist,Neither close nor distant
1543,hire,직업이 사람들에게 도움이 될 것 같고 타이는 없지만 조금 젊어서,Female,60+,Centrist,Very close
1543,neighbor,결혼한 여성이고 자녀가 있기 때문에 성실히 일할 것 같음,Female,60+,Centrist,Very close
1543,vote,내가 컴퓨터에 능하지 못해 도움이 될 듯싶어서,Female,60+,Centrist,Very close
1544,hire,한국 체류기간도 길고 한국인 동료가 있기 때문,Female,60+,Progressive,Neither close nor distant
1544,neighbor,느낌,Female,60+,Progressive,Neither close nor distant
1544,vote,주변에 한국인 동료들이 많아 한국 정서가 있을 것 같음,Female,60+,Progressive,Neither close nor distant
1545,hire,느낌,Female,40-49,Conservative,Neither close nor distant
1545,neighbor,특별한 이유 없음,Female,40-49,Conservative,Neither close nor distant
1545,vote,느낌,Female,40-49,Conservative,Neither close nor distant
1546,hire,특별한 이유 없음,Female,18-29,Centrist,Neither close nor distant
1546,neighbor,유경험자,Female,18-29,Centrist,Neither close nor distant
1546,vote,특별한 이유 없음,Female,18-29,Centrist,Neither close nor distant
1548,hire,중국 체류가 짧음,Male,60+,Conservative,Neither close nor distant
1548,neighbor,한국에 오래 살아서,Male,60+,Conservative,Neither close nor distant
1548,vote,고급인력,Male,60+,Conservative,Neither close nor distant
1549,hire,배경이  괜찮어서,Male,18-29,Conservative,Somewhat distant
1549,neighbor,이슬람인들은 선호하지 않음,Male,18-29,Conservative,Somewhat distant
1549,vote,나잇대가 괜찮아서,Male,18-29,Conservative,Somewhat distant
1550,hire,직업,Male,18-29,Conservative,Neither close nor distant
1550,neighbor,직업,Male,18-29,Conservative,Neither close nor distant
1550,vote,체류기간,Male,18-29,Conservative,Neither close nor distant
1551,hire,직업,Male,30-39,Centrist,Somewhat distant
1551,neighbor,연륜이있다,Male,30-39,Centrist,Somewhat distant
1551,vote,직업,Male,30-39,Centrist,Somewhat distant
1552,hire,여성이중요하다,Female,18-29,Conservative,Neither close nor distant
1552,neighbor,경력,Female,18-29,Conservative,Neither close nor distant
1552,vote,솔직하다,Female,18-29,Conservative,Neither close nor distant
1554,hire,한국체류기간이 길어 문화와 생활에 적응되었다고 생각,Female,40-49,Conservative,Somewhat distant
1554,neighbor,대화가 통할듯,Female,40-49,Conservative,Somewhat distant
1554,vote,의사엿고 여성이라서,Female,40-49,Conservative,Somewhat distant
1555,hire,체류기간이 더 오래됨,Female,60+,Centrist,Neither close nor distant
1555,neighbor,내맘,Female,60+,Centrist,Neither close nor distant
1555,vote,대화가능,Female,60+,Centrist,Neither close nor distant
1556,hire,내맘이 그렇다.,Female,18-29,Conservative,Neither close nor distant
1556,neighbor,한국에서 장기거주하고 잇으며 지인이 많음,Female,18-29,Conservative,Neither close nor distant
1556,vote,의사 약사 이런것들은 매우 싸가지가 없다.,Female,18-29,Conservative,Neither close nor distant
1557,hire,인맥관계의 원활함,Male,40-49,Conservative,Neither close nor distant
1557,neighbor,전조선노동당원이 아니어서,Male,40-49,Conservative,Neither close nor distant
1557,vote,한국에 거주한 기일이 짦지만 향후의 역할이 기대됨,Male,40-49,Conservative,Neither close nor distant
1559,hire,한국인동료가 있어서,Female,18-29,Centrist,Very distant
1559,neighbor,인간관계무난,Female,18-29,Centrist,Very distant
1559,vote,18세 여성이라,Female,18-29,Centrist,Very distant
1560,hire,직업이안정적,Female,18-29,Centrist,Very distant
1560,neighbor,젊고 능력있음,Female,18-29,Centrist,Very distant
1560,vote,직업,Female,18-29,Centrist,Very distant
1561,hire,상대적 체류기간,Female,40-49,Progressive,Neither close nor distant
1561,neighbor,직업,Female,40-49,Progressive,Neither close nor distant
1561,vote,체류기간,Female,40-49,Progressive,Neither close nor distant
1562,hire,직업,Female,18-29,Conservative,Neither close nor distant
1562,neighbor,의사이기에,Female,18-29,Conservative,Neither close nor distant
1562,vote,직업,Female,18-29,Conservative,Neither close nor distant
1563,hire,3년적응으로 현실감 있음,Male,40-49,Centrist,Neither close nor distant
1563,neighbor,자녀,Male,40-49,Centrist,Neither close nor distant
1563,vote,나이가 적절함,Male,40-49,Centrist,Neither close nor distant
1565,hire,인간관계,Male,18-29,Centrist,Neither close nor distant
1565,neighbor,한국체류기간이 길다.,Male,18-29,Centrist,Neither close nor distant
1565,vote,인간관계,Male,18-29,Centrist,Neither close nor distant
1567,hire,노동당당원이 아니였다.,Female,40-49,Centrist,Neither close nor distant
1567,neighbor,능력이 더 좋아보여서,Female,40-49,Centrist,Neither close nor distant
1567,vote,결혼으로 가족이 있음,Female,40-49,Centrist,Neither close nor distant
1568,hire,체류기간이 짧아서,Male,18-29,Centrist,Somewhat distant
1568,neighbor,그에게 더 신뢰가 감.,Male,18-29,Centrist,Somewhat distant
1568,vote,체류기간이 더 길어서,Male,18-29,Centrist,Somewhat distant
1569,hire,특별한 이유는 없음.,Male,18-29,Centrist,Somewhat distant
1569,neighbor,직업,Male,18-29,Centrist,Somewhat distant
1569,vote,그가 더 좋아보여서,Male,18-29,Centrist,Somewhat distant
1570,hire,연령,Female,30-39,Conservative,Somewhat close
1570,neighbor,특별한이유는 없음,Female,30-39,Conservative,Somewhat close
1570,vote,직업,Female,30-39,Conservative,Somewhat close
1571,hire,직업네대한 신뢰도가 좀더있어서,Male,18-29,Centrist,Neither close nor distant
1571,neighbor,한국에 적응을 잘한듯함,Male,18-29,Centrist,Neither close nor distant
1571,vote,종교가 마음에들어서,Male,18-29,Centrist,Neither close nor distant
1573,hire,한국에 오래거주,Male,40-49,Centrist,Somewhat distant
1573,neighbor,신뢰,Male,40-49,Centrist,Somewhat distant
1573,vote,의사라서,Male,40-49,Centrist,Somewhat distant
1574,hire,신뢰,Female,40-49,Conservative,Very distant
1574,neighbor,B보다 상대적으로 낫다,Female,40-49,Conservative,Very distant
1574,vote,신ㅇ뢰,Female,40-49,Conservative,Very distant
1575,hire,A의 중국 체류 기간이 너무 길다,Male,30-39,Progressive,Very close
1575,neighbor,체류기간,Male,30-39,Progressive,Very close
1575,vote,중국 체류기간이 짧아서,Male,30-39,Progressive,Very close
1576,hire,한국체류기간,Male,40-49,Conservative,Neither close nor distant
1576,neighbor,연령이낮아서,Male,40-49,Conservative,Neither close nor distant
1576,vote,체류기간,Male,40-49,Conservative,Neither close nor distant
1577,hire,한국인동료만있음,Male,40-49,Centrist,Neither close nor distant
1577,neighbor,현재 직업이 전문직이다,Male,40-49,Centrist,Neither close nor distant
1577,vote,편의점직원,Male,40-49,Centrist,Neither close nor distant
1578,hire,연륜이 있어보인다,Female,30-39,Centrist,Somewhat close
1578,neighbor,특별히 없음,Female,30-39,Centrist,Somewhat close
1578,vote,전 조선노동당원이 아니다,Female,30-39,Centrist,Somewhat close
1579,hire,특별히 없음,Male,18-29,Centrist,Very distant
1579,neighbor,..,Male,18-29,Centrist,Very distant
1579,vote,특별히 없음,Male,18-29,Centrist,Very distant
1580,hire,한국에 장기간 정착,Male,60+,Progressive,Somewhat distant
1580,neighbor,나이가 더 어림,Male,60+,Progressive,Somewhat distant
1580,vote,...,Male,60+,Progressive,Somewhat distant
1581,hire,조선노동당원이 아님,Male,18-29,Centrist,Neither close nor distant
1581,neighbor,교육정도,Male,18-29,Centrist,Neither close nor distant
1581,vote,안정적인 가정으로 성실함과  나이가 어림,Male,18-29,Centrist,Neither close nor distant
1582,hire,체류기간이 상대적으로 길다.,Male,18-29,Conservative,Neither close nor distant
1582,neighbor,그냥,Male,18-29,Conservative,Neither close nor distant
1582,vote,안정된 직업,Male,18-29,Conservative,Neither close nor distant
1585,hire,그냥,Female,40-49,Centrist,Neither close nor distant
1585,neighbor,없음,Female,40-49,Centrist,Neither close nor distant
1585,vote,그냥,Female,40-49,Centrist,Neither close nor distant
1586,hire,없음,Female,30-39,Centrist,Neither close nor distant
1586,neighbor,직업이좋아서,Female,30-39,Centrist,Neither close nor distant
1586,vote,없음,Female,30-39,Centrist,Neither close nor distant
1587,hire,한국체류기간이 길어서,Female,60+,Centrist,Neither close nor distant
1587,neighbor,한국에 체류기간,Female,60+,Centrist,Neither close nor distant
1587,vote,체류기간이 길어서,Female,60+,Centrist,Neither close nor distant
1589,hire,사무직 직원으로 안정된 직업,Male,30-39,Progressive,Neither close nor distant
1589,neighbor,한국에 체류한 기간은 얼마되지 않지만 중국에서 오래 생활해서 경력은 있을거고 기술자에 상대적으로 젊으므로,Male,30-39,Progressive,Neither close nor distant
1589,vote,국내 체류기간,Male,30-39,Progressive,Neither close nor distant
1590,hire,"사회적 지위도 있고 연령도 적당하며 자녀가 있으므로 교육,사회적문제에 관심이 많을 거라 생각됨",Male,18-29,Progressive,Neither close nor distant
1590,neighbor,한국 체류기간이 더 길어서,Male,18-29,Progressive,Neither close nor distant
1590,vote,안정적인 삶을 살고 있으므로 물의를 일으킬 확률이 적고 연령대가 비슷해서 친구가 될수 있을 것 같음,Male,18-29,Progressive,Neither close nor distant
1591,hire,한국내 체류기간이 길어 한국에 대해 좀더 잘 알것이며 노동당원이 아니라는점 때문에,Female,30-39,Progressive,Somewhat close
1591,neighbor,체류기간 시간,Female,30-39,Progressive,Somewhat close
1591,vote,한국내 체류기간이 더 길어서,Female,30-39,Progressive,Somewhat close
1592,hire,중국체류기가 짧아서,Male,40-49,Centrist,Somewhat distant
1592,neighbor,없다,Male,40-49,Centrist,Somewhat distant
1592,vote,중국체류기간,Male,40-49,Centrist,Somewhat distant
1593,hire,없다,Male,30-39,Centrist,Neither close nor distant
1593,neighbor,딱히 이유 없음,Male,30-39,Centrist,Neither close nor distant
1593,vote,없다,Male,30-39,Centrist,Neither close nor distant
1596,hire,그냥 프로필 B가 더 선호가 가서,Male,18-29,Centrist,Neither close nor distant
1596,neighbor,자녀에 대한 책임감과 주변 사람들과의 친밀도가 높아서,Male,18-29,Centrist,Neither close nor distant
1596,vote,딱히 이유 없음,Male,18-29,Centrist,Neither close nor distant
1597,hire,결혼을 하고 정착하여 한국인들과 잘 어울리는 것 같아서,Female,18-29,Centrist,Very distant
1597,neighbor,지인이 없음,Female,18-29,Centrist,Very distant
1597,vote,어느정도 한국에 익숙한 사람이 이웃이라면 더 좋을 것 같다,Female,18-29,Centrist,Very distant
1598,hire,나이가 젊다,Female,18-29,Progressive,Neither close nor distant
1598,neighbor,성격이 무난할것 같음,Female,18-29,Progressive,Neither close nor distant
1598,vote,한국인 동료만 있다,Female,18-29,Progressive,Neither close nor distant
1599,hire,한국인 동료도 있고 의사로서 많은 사람을 접해보아 한국 실정을 잘 알것 같음,Male,18-29,Centrist,Neither close nor distant
1599,neighbor,그냥 입니다,Male,18-29,Centrist,Neither close nor distant
1599,vote,여러 지인을 사귀는건 성격이 원만 하다는것,Male,18-29,Centrist,Neither close nor distant
1600,hire,그냥 입니다,Male,18-29,Centrist,Neither close nor distant
1600,neighbor,그래도 남성다는 여성이 낫다,Male,18-29,Centrist,Neither close nor distant
1600,vote,그냥 입니다,Male,18-29,Centrist,Neither close nor distant
1601,hire,여성이라서. 남성은 믿을 수 없다.,Male,30-39,Centrist,Neither close nor distant
1601,neighbor,한국인 동료만 있다에서 선택했음,Male,30-39,Centrist,Neither close nor distant
1601,vote,참 대답하기가 어렵네. 모르겠다고 할 수 있다.,Male,30-39,Centrist,Neither close nor distant
1602,hire,한국내 체류기간도 길고 한국인동료만 있고 중국내체류기간고 짧고 나이도 어느정도 있으셔서 선택함,Male,40-49,Progressive,Neither close nor distant
1602,neighbor,나이. 직업. 한국체료기간이 마음에 든다,Male,40-49,Progressive,Neither close nor distant
1602,vote,중국체류는 길었지만 직업도 안정적이고 탈북민여자랑 결혼하지 않았고 한국인동료만 있다에서 선택,Male,40-49,Progressive,Neither close nor distant
1603,hire,탈북민 동료가 있다는게 좀 걸리고...직업이 없어서.,Male,18-29,Conservative,Very distant
1603,neighbor,중국은 공신국가이므로 힌국에 대한 이해가 낮을 수 있으므로,Male,18-29,Conservative,Very distant
1603,vote,결혼한 사람이라는 점,Male,18-29,Conservative,Very distant
1604,hire,한국의 사정을 잘 알고있을것같음.,Female,60+,Progressive,Somewhat distant
1604,neighbor,나이가 적은 전문직이니까,Female,60+,Progressive,Somewhat distant
1604,vote,한국의 사정을 이해하고 있을 수있기때문,Female,60+,Progressive,Somewhat distant
1605,hire,한국체류기간이 긴 사람이 한국을 더 잘 알 수 있으니까,Male,18-29,Centrist,Neither close nor distant
1605,neighbor,일을 잘 할것 같아서,Male,18-29,Centrist,Neither close nor distant
1605,vote,한국 체류기간이 길어서 우리사회에 익숙하니까,Male,18-29,Centrist,Neither close nor distant
1606,hire,젊어서 일을 잘 할것같아서,Female,18-29,Progressive,Very distant
1606,neighbor,아무이유가없다,Female,18-29,Progressive,Very distant
1606,vote,이웃과 친하게 지낼것 같아서,Female,18-29,Progressive,Very distant
1607,hire,아무런이유가없다,Male,18-29,Centrist,Somewhat distant
1607,neighbor,한국 내 체류기간,Male,18-29,Centrist,Somewhat distant
1607,vote,없다,Male,18-29,Centrist,Somewhat distant
1609,hire,한국 내 체류기간,Female,30-39,Centrist,Somewhat close
1609,neighbor,한국에 체류한 기간이 더 길어서,Female,30-39,Centrist,Somewhat close
1609,vote,중국 체류기간,Female,30-39,Centrist,Somewhat close
1610,hire,한국에서 산 기간이 더 갈어서,Female,18-29,Centrist,Somewhat close
1610,neighbor,한국체류기간이 b가좀더 길어서 여기가 더 좋아 보이네요,Female,18-29,Centrist,Somewhat close
1610,vote,여성이고 젊어서,Female,18-29,Centrist,Somewhat close
1611,hire,일단 직업을 가지고 있고 여성인점 체류기간도 좀 있구해서요,Female,18-29,Centrist,Somewhat distant
1611,neighbor,상대적이어서,Female,18-29,Centrist,Somewhat distant
1611,vote,여자인점 그나마 중국에서 체류기간이좀 있었던점,Female,18-29,Centrist,Somewhat distant
1612,hire,젊어서,Male,18-29,Conservative,Neither close nor distant
1612,neighbor,다양한 사람들이랑 친하게 지내서 직장내에서 인간관계를 잘할것 같아서,Male,18-29,Conservative,Neither close nor distant
1612,vote,상대적이어서,Male,18-29,Conservative,Neither close nor distant
1613,hire,친하게 지내는 동료가 다양해서,Female,30-39,Conservative,Neither close nor distant
1613,neighbor,나이가 많은 남자보다 대하기 편하다,Female,30-39,Conservative,Neither close nor distant
1613,vote,직업이 안정적이어서,Female,30-39,Conservative,Neither close nor distant
1614,hire,탈북민과의 결혼여부,Male,60+,Centrist,Neither close nor distant
1614,neighbor,똑똑함,Male,60+,Centrist,Neither close nor distant
1614,vote,같은 성별이라서 조금은 편할듯,Male,60+,Centrist,Neither close nor distant
1616,hire,똑똑함,Male,18-29,Centrist,Very distant
1616,neighbor,연령,Male,18-29,Centrist,Very distant
1616,vote,똑똑함,Male,18-29,Centrist,Very distant
1617,hire,직업,Male,60+,Centrist,Neither close nor distant
1617,neighbor,나이 때문에,Male,60+,Centrist,Neither close nor distant
1617,vote,인관관계,Male,60+,Centrist,Neither close nor distant
1618,hire,한국에 오래 살아서,Female,40-49,Centrist,Somewhat close
1618,neighbor,체류기간이 길다,Female,40-49,Centrist,Somewhat close
1618,vote,선택지가 그것 뿐이라서,Female,40-49,Centrist,Somewhat close
1619,hire,직업이 있고 한국에서 체류기간이 길다,Male,30-39,Progressive,Somewhat distant
1619,neighbor,프로필a는 고연령으로서 민주주의 사회에 대한 적응력이 부족할 것이라고 판단됩니다. 프로필b는 젋은 연령이고 비교적 최근에 이주한 것이라서 민주주의 사회에 대한 적응력이 프로필a에 비해 월등할것이라고 판단됩니다,Male,30-39,Progressive,Somewhat distant
1619,vote,둘다 같다,Male,30-39,Progressive,Somewhat distant
1620,hire,민주주의사회에서는 일정수준이상의 교육을 받은자가 사회 구성원이 되는 경우가 많아야 하고 그러해야 합니다 현재 무직이라는 것은 일정수준의 교육을 이수하지 못 한 경우가 대부분이라 부정적으로 생각됩니다,Female,18-29,Centrist,Neither close nor distant
1620,neighbor,사교성이 있고 가정이 있어서 일에 책임감 있을것 같아서,Female,18-29,Centrist,Neither close nor distant
1620,vote,다 똑같은 상황인데 단한가지만 틀린점이 있습니다 그것을 매우 중요하게 생각해서 입니다,Female,18-29,Centrist,Neither close nor distant
1621,hire,젊고 일할여건이 좋음,Male,40-49,Conservative,Neither close nor distant
1621,neighbor,컴퓨터 관련 업종으로 일해서 서비스 업종에 능숙해서,Male,40-49,Conservative,Neither close nor distant
1621,vote,가장으로 책임감,Male,40-49,Conservative,Neither close nor distant
1622,hire,한국 교류 기간과 한국인 지인들이 많아서,Female,18-29,Centrist,Neither close nor distant
1622,neighbor,한국 체류기간이 길다,Female,18-29,Centrist,Neither close nor distant
1622,vote,한국인 동료들이 많아서,Female,18-29,Centrist,Neither close nor distant
1623,hire,한국인과 탈북민들과의 친분관계,Male,40-49,Centrist,Neither close nor distant
1623,neighbor,한국거주기간이 길어서,Male,40-49,Centrist,Neither close nor distant
1623,vote,직업이 안정적이고 한국체류기간이 길다,Male,40-49,Centrist,Neither close nor distant
1624,hire,노동당원이 아니어서,Female,30-39,Conservative,Somewhat distant
1624,neighbor,직업 선호,Female,30-39,Conservative,Somewhat distant
